CODE SECTION,CODE TYPE,StatuteLiteral,OFFENSE LEVEL,EnactDate,RepealAmendDate,_section,_subparts,_subdivision,_paragraph,_subparagraph,_clause
4031,PC,MINOR;BODY CVTY SRCH VIOL,M,20160101,99999999,4031,,,,,
4031(F),PC,MNR BODY CAVITY SRCH VIOL,M,20160101,99999999,4031,(F),(F),,,
4051,BP,UNREG MFG/ETC PRESC/ETC,M,19970101,99999999,4051,,,,,
4059(A),BP,GIV DANG DRUG/ETC:NO PRSC,M,19970101,99999999,4059,(A),(A),,,
4060,BP,POS CNTL SUB:W/O PRESCRIP,M,19970101,99999999,4060,,,,,
4060,BP,POSS CONTL SUB:W/O PRESCP,F,19970101,99999999,4060,,,,,
4063,BP,UNAUTH RFIL DANG DRUG/ETC,M,19970101,99999999,4063,,,,,
4077(A),BP,RX W/O LABEL ON CONTAINER,M,19970101,99999999,4077,(A),(A),,,
4110(A),BP,UNLICENSED PHARMACY,M,19970101,99999999,4110,(A),(A),,,
4131.5,PC,BATTERY NONINMATE BY INMT,F,19770101,20151231,4131.5,,,,,
4139,WI,DELVR PROHIB ITEM:PATIENT,M,20120101,99999999,4139,,,,,
4140,BP,POS/ETC HYPO NEEDL/SYRNGE,M,19970101,20120101,4140,,,,,
4141,BP,UNLIC SELL/ETC NEEDL/ETC,M,19970101,99999999,4141,,,,,
4142,BP,SEL HYPO/SYRINGE NO PRESC,M,19970101,20201231,4142,,,,,
4148,BP,CONFISCT NDL/SYR O/S PREM,M,19960101,99999999,4148,,,,,
4149,BP,UNLIC NONRES DIST NDL/ETC,M,19970101,99999999,4149,,,,,
4150(B),FG,TRAP FUR NONGM MAMMAL REC,M,20200101,99999999,4150,(B),(B),,,
4152.5,VC,FAIL REG FOREIGN VEH:CA,I,19850701,99999999,4152.5,,,,,
4156(A),FG,HUNT/TRAP/TAKE A BOBCAT,M,20200101,99999999,4156,(A),(A),,,
4159,VC,FAIL NOTIFY DMV:ADD CHG,I,19770101,99999999,4159,,,,,
4160,VC,FAIL CHANGE ADD ON REG,I,19590918,99999999,4160,,,,,
4163,BP,FURN DANGERUS DRUG/DEVICE,M,19980101,99999999,4163,,,,,
4301,FA,SCALPING,M,19671108,99999999,4301,,,,,
4304,FG,WASTE GAME MAMMAL FLESH,M,19650917,99999999,4304,,,,,
4321(A),BP,KNWGLY VIOL PHARMACY PROV,M,19980101,99999999,4321,(A),(A),,,
4322,BP,FALSE REP REG PHARMACY,M,19970101,99999999,4322,,,,,
4323,BP,FALSE REP:DR/ETC:OBT DRUG,M,19970101,99999999,4323,,,,,
4324(A),BP,FORGE/ETC PRESCRIPTION,F,19970101,99999999,4324,(A),(A),,,
4324(A),BP,FORGE/ETC PRESCRIPTIONS,M,19970101,99999999,4324,(A),(A),,,
4324(B),BP,GET DRUG BY FORGED PRESC,F,19970101,99999999,4324,(B),(B),,,
4324(B),BP,GET DRUG BY FORGED PRESC,M,19970101,99999999,4324,(B),(B),,,
4325(A),BP,UNAUTH PRESCRIPTION BLANK,M,19970101,99999999,4325,(A),(A),,,
4326(A),BP,OBT HYPO NDL/SRYNGE:FRAUD,M,19970101,20201231,4326,(A),(A),,,
4326(B),BP,MISUSE HYPO NEEDL/SYRINGE,M,19970101,20201231,4326,(B),(B),,,
4327,BP,SELL/ETC DRUGS:UNDER INFL,M,19970101,99999999,4327,,,,,
4329,BP,MAN/ETC PHARM/ETC NO REG,M,19970101,99999999,4329,,,,,
4330,FG,TAKE DEER W/O LICENSE,M,19580101,99999999,4330,,,,,
4330(A),BP,OWNER:NON-PHARM DISP PRSC,M,19950101,99999999,4330,(A),(A),,,
4331(A),BP,UNAUTH GIVE DANG DEV/ETC,M,19970101,99999999,4331,(A),(A),,,
4332,BP,DANG DRUG/ETC RECORD VIOL,M,19970101,99999999,4332,,,,,
4336,FG,POSSESS UNTAGGED DEER,M,19570911,99999999,4336,,,,,
4336(A),BP,DANG DRUG:USE MNR:AGENT,F,19970101,99999999,4336,(A),(A),,,
4341,FG,DEER TAG NOT COUNTERSIGND,M,19610915,99999999,4341,,,,,
4421,PR,BURN LAND OF ANOTHER,M,19650917,99999999,4421,,,,,
4422(B),PR,ALLOW FIRE:ESCAPE/SPREAD,M,19650917,99999999,4422,(B),(B),,,
4423,PR,BURN W/O PERMIT,M,19650917,99999999,4423,,,,,
4435,PR,NEG:MAINT/OPR:CAUSE FIRE,M,19660101,99999999,4435,,,,,
4454(A),VC,NO REGISTRATION IN VEH,I,19830101,99999999,4454,(A),(A),,,
4457,VC,LOST/ETC DMV REG/ETC VIOL,I,19890101,99999999,4457,,,,,
4461(A),VC,IMPROP USE/ETC REG:UNAUTH,M,19970101,99999999,4461,(A),(A),,,
4461(B),VC,LOAN DISABL PLACRD:UNAUTH,M,19910101,99999999,4461,(B),(B),,,
4461(C),VC,DISPLY UNAUTH DISABL PLAC,M,19910101,99999999,4461,(C),(C),,,
4461(D),VC,USE VEH DISABL PLATE:PRKG,M,20100101,99999999,4461,(D),(D),,,
4462(A),VC,FAIL PROVIDE VEH REG:PO,I,19670101,99999999,4462,(A),(A),,,
4462(B),VC,SHO ON VEH/GIV PO FLS DOC,I,19670101,99999999,4462,(B),(B),,,
4462(C),VC,UNLAWF POSS VEH REG/ETC,M,19970101,99999999,4462,(C),(C),,,
4462.5,VC,SHO ON VEH/GIV PO FLS REG,M,19890101,99999999,4462.5,,,,,
4463(A)(1),VC,FORGE/ALTER VEH REG/ETC,F,19810101,99999999,4463,(A)(1),(A),(1),,
4463(A)(1),VC,FORGE/ALTER VEH REG/ETC,M,19810101,99999999,4463,(A)(1),(A),(1),,
4463(A)(2),VC,UTER/ETC FAKE VEH REG/ETC,F,19830101,99999999,4463,(A)(2),(A),(2),,
4463(A)(2),VC,UTER/ETC FAKE VEH REG/ETC,M,19830101,99999999,4463,(A)(2),(A),(2),,
4463(B)(1),VC,FORGE/ETC DISABLD PLACARD,M,19830101,99999999,4463,(B)(1),(B),(1),,
4463(B)(2),VC,PASS/ETC FAKE DISABL PLAC,M,19830101,99999999,4463,(B)(2),(B),(2),,
4463(B)(3),VC,FRAUD:POS/ETC DISABL PLAC,M,19830101,99999999,4463,(B)(3),(B),(3),,
4463(C),VC,SHO/ETC DISABL PLAC:FRAUD,M,19830101,99999999,4463,(C),(C),,,
4463(E)(1),VC,FORGE/ETC CLEAN AIR STKER,I,20090101,99999999,4463,(E)(1),(E),(1),,
4463(E)(2),VC,PASS FALSE CLEAN AIR STKR,I,20090101,99999999,4463,(E)(2),(E),(2),,
4463(E)(3),VC,POS/ETC FLSE CLN AIR STKR,I,20090101,99999999,4463,(E)(3),(E),(3),,
4463(E)(4),VC,POS GENUINE CLN AIR STKR,I,20090101,99999999,4463,(E)(4),(E),(4),,
4463.5(A),VC,MFG/ETC FAK/ETC LIC PLATE,M,19870101,99999999,4463.5,(A),(A),,,
4464,VC,DISPLAY ALTERED LIC PLATE,I,19590918,99999999,4464,,,,,
4500,PC,ASSAULT BY LIFE PRISONER,F,19740101,20201027,4500,,,,,
4500,PC,ASSLT DDLY WPN LIFE PRSNR,F,20201028,99999999,4500,,,,,
4500,FG,TAKE MARINE MAMMAL VIOL,M,19760928,99999999,4500,,,,,
4501,PC,ADW BY PRISONER,F,19630920,20201111,4501,,,,,
4501(A),PC,ASSLT DEADLY WPN BY PRSNR,F,20210125,99999999,4501,(A),(A),,,
4501(B),PC,ASSLT W/FRC GBI BY PRISNR,F,19630920,99999999,4501,(B),(B),,,
4501.1(A),PC,AGG BAT:GASSING BY PRISNR,F,19990101,99999999,4501.1,(A),(A),,,
4501.1(A),PC,BATTERY BY GASSING ON PO,M,19990101,99999999,4501.1,(A),(A),,,
4501.5,PC,BATTERY BY PRISONER,F,19630920,20201027,4501.5,,,,,
4501.5,PC,BATT BY INMAT ON NONPRSNR,F,20201028,99999999,4501.5,,,,,
4502(A),PC,PRISONER POSSESS WEAPON,F,19940101,99999999,4502,(A),(A),,,
4502(B),PC,PRISONER MFG WEAPON/ETC,F,19940101,20201108,4502,(B),(B),,,
4502(B),PC,PRISONER MFG/ATT MFG WPN,F,20201109,99999999,4502,(B),(B),,,
4503,PC,CONFINED PRSN HOLD HOSTGE,F,19630920,20201027,4503,,,,,
4503,PC,INMAT HLD HOSTAGE IN PRSN,F,20201028,99999999,4503,,,,,
4530(A),PC,PRISONER ESCAPE W/FORCE,F,19630920,20201104,4530,(A),(A),,,
4530(A),PC,PRISONER ESC/ATT FORC/VIO,F,20201105,99999999,4530,(A),(A),,,
4530(B),PC,PRISONER ESCAPE W/O FORCE,F,19630920,20201104,4530,(B),(B),,,
4530(B),PC,PRISONER ESC/ATT W/O FORC,F,20201105,99999999,4530,(B),(B),,,
4530(C),PC,FAIL TO RETRN TO CONFNMNT,F,19701123,99999999,4530,(C),(C),,,
4530(C),PC,FAIL RET CNFMNT:TEMP RELS,F,19701123,99999999,4530,(C),(C),,,
4532(A)(1),PC,ESC JAIL/ETC:CHRG/ETC:MIS,F,19960101,20201104,4532,(A)(1),(A),(1),,
4532(A)(1),PC,ESC JAIL/ETC:MIS W/O FRCE,M,20111001,99999999,4532,(A)(1),(A),(1),,
4532(A)(1),PC,ESCAPE/ATTEMPT W/FRC/VIOL,F,20201105,99999999,4532,(A)(1),(A),(1),,
4532(A)(2),PC,ESC:CHG/ETC:MISD:FRC/VIOL,F,19960101,99999999,4532,(A)(2),(A),(2),,
4532(B)(1),PC,ESC JAIL/ETC:CHRG/ETC:FEL,F,19960101,20201104,4532,(B)(1),(B),(1),,
4532(B)(1),PC,ESCAPE:FELONY CHG PENDING,M,19960101,20201104,4532,(B)(1),(B),(1),,
4532(B)(1),PC,ESCAPE/ATT FELON FRM PRSN,F,20201105,99999999,4532,(B)(1),(B),(1),,
4532(B)(1),PC,ESCAPE/ATT FELON FRM PRSN,M,20201105,99999999,4532,(B)(1),(B),(1),,
4532(B)(2),PC,ESC:CHG/ETC:FEL:FORCE/VI0,F,19960101,20201104,4532,(B)(2),(B),(2),,
4532(B)(2),PC,ESCAPE/ATT FELON FRC/VIOL,M,19960101,99999999,4532,(B)(2),(B),(2),,
4532(B)(2),PC,ESCAPE/ATT FELON FRC/VIOL,F,20201105,99999999,4532,(B)(2),(B),(2),,
4532(C),PC,INMATE 1170.05 ESCAPE,M,19960101,99999999,4532,(C),(C),,,
4532(D),PC,ESC:FAIL RET JAIL:WRK/ETC,M,19990101,20101231,4532,(D),(D),,,
4532(D),PC,ESC:NOT RET JAIL:WORK/ETC,F,19990101,20101231,4532,(D),(D),,,
4533,PC,GUARD AID ESCAPE,F,19410913,99999999,4533,,,,,
4534,PC,ANY PERSON AID ESCAPE,F,19410913,20201104,4534,,,,,
4534,PC,ASST ESC PRSNR PAROL RVKD,F,20201105,99999999,4534,,,,,
4535,PC,FURNISH ESCAPE EQUIPMENT,F,19410913,99999999,4535,,,,,
4536(A),PC,MDSO ESCAPE:MEN HLTH FAC,F,19820101,99999999,4536,(A),(A),,,
4536(A),PC,MDSO ESCAPE:MNTL HLTH FAC,M,19820101,99999999,4536,(A),(A),,,
4550(B),PC,RESCUE/ATT NONCAP PRISONR,M,19410913,99999999,4550,(B),(B),,,
4550(B),PC,RESCUE/ATT NONCAP PRISONR,F,20201113,99999999,4550,(B),(B),,,
4550.1,PC,AID RESCUE OF PRISONER,F,19410913,20201112,4550.1,,,,,
4550.2,PC,AID RESCUE OF PRISONER,F,19410913,20201112,4550.2,,,,,
4570,PC,UNAUTH COMMUN W/PRISONER,M,19410913,99999999,4570,,,,,
4570.1,PC,UNAUTH DLVR COMMUN PRSNR,M,20201105,99999999,4570.1,,,,,
4570.1,PC,UNAUTH COMUN WITH PRISNER,M,19830101,20201104,4570.1,,,,,
4570.5,PC,FALSE ID ENTER JAIL,M,19691110,99999999,4570.5,,,,,
4571,PC,FELON ON PRISON GROUNDS,F,19410913,99999999,4571,,,,,
4573,PC,BRING CNTL SUB/ETC JAIL,F,19910101,20201113,4573,,,,,
4573(A),PC,SMUGGLE CNTL SUB JL/PRSN,F,20201116,99999999,4573,(A),(A),,,
4573.5,PC,BRING ALC/DRUGS IN PRISON,F,19910101,20201108,4573.5,,,,,
4573.5,PC,BRING DRGS/ALC TO JL/PRSN,F,20201109,99999999,4573.5,,,,,
4573.6,PC,POSS CNTL SUB IN PRISON,F,19910101,20201112,4573.6,,,,,
4573.6(A),PC,POSS CNTL SUBST/PARA PRSN,F,20201113,99999999,4573.6,(A),(A),,,
4573.8,PC,POSS DRUGS/ETC IN PRISON,F,19910101,20201103,4573.8,,,,,
4573.8,PC,POSS DRGS/PARA IN PRSN/JL,F,20201104,99999999,4573.8,,,,,
4573.9,PC,SELL CNTL SUB:PRSN CUSTDY,F,19910101,20201112,4573.9,,,,,
4573.9(A),PC,SELL/ETC CNTL SUB ST PRSN,F,20201113,99999999,4573.9,(A),(A),,,
4574(A),PC,BRING WEAPON INTO PRISON,F,19800101,20201108,4574,(A),(A),,,
4574(A),PC,SMUGGLE WPN IN JL/PRSN,F,20201109,99999999,4574,(A),(A),,,
4574(B),PC,SEND WEAPON INTO PRISON,F,19800101,20201108,4574,(B),(B),,,
4574(B),PC,SEND/USE TEAR GAS IN PRSN,F,20201109,99999999,4574,(B),(B),,,
4574(C),PC,SEND WEAPON INTO PRISON,M,19800101,20201108,4574,(C),(C),,,
4574(C),PC,BRING TEAR GAS TO JL/PRSN,M,20201109,99999999,4574,(C),(C),,,
4575(A),PC,BRING CELL PH INTO JAIL,M,20070101,20201104,4575,(A),(A),,,
4575(A),PC,POSS WIRELESS DVC IN JAIL,M,20201105,99999999,4575,(A),(A),,,
4575(B),PC,INMATE POSSESS TOBACCO,I,20070101,99999999,4575,(B),(B),,,
4575(D),PC,INMATE POSSES HANDCUF KEY,M,20070101,99999999,4575,(D),(D),,,
4576(A),PC,DELIVER CELLPHONE:INMATE,M,20110106,20201108,4576,(A),(A),,,
4576(A),PC,POSS PHONE INT/DLVR INMAT,M,20201109,99999999,4576,(A),(A),,,
4577(A),PC,OP UNMANNED AIR PRISON,I,20190101,99999999,4577,(A),(A),,,
4600(A),PC,DAMAGE JAIL/PRISON/ETC,M,19970101,99999999,4600,(A),(A),,,
4600(A),PC,DAMAGE JAIL/PRISON/ETC,F,19970101,20201102,4600,(A),(A),,,
4600(A),PC,DAMAGE JAIL/PRISON $950+,F,20201103,99999999,4600,(A),(A),,,
4657(A),FG,FAIL TO TAG/ETC WILD PIG,M,19920701,99999999,4657,(A),(A),,,
4750,FG,TAKE BEAR W/O LICENSE,M,19570911,99999999,4750,,,,,
4753,FG,BEAR:TAGS/POSS VIOL,M,19570911,99999999,4753,,,,,
4758(A),FG,SELL/ETC BEAR MEAT/ETC,M,19890101,99999999,4758,(A),(A),,,
4800,FG,INJURE/POS/ETC MOUNTNLION,M,19910101,99999999,4800,,,,,
4803(C),WI,FLS CERT NO OBJ ADM FAC,M,20210101,99999999,4803,(C),(C),,,
4825,BP,VET MED W/O VALID LICENSE,I,19611001,99999999,4825,,,,,
4825,BP,VET MED W/O VALID LICENSE,M,19611001,99999999,4825,,,,,
4841.2(A),BP,PERF ANIMAL H/CARE WO LIC,M,20190101,99999999,4841.2,(A),(A),,,
4920.3(A),BP,PRVD PAY ANML BLOOD,M,20220101,99999999,4920.3,(A),(A),,,
4935,BP,ACUPUNCTURE W/O LICENSE,M,19820701,99999999,4935,,,,,
5000,FG,TAKE/SELL/POSSES TORTOISE,M,19570101,99999999,5000,,,,,
5008.10,PR,SMOKE ON STATE BEACH/PARK,I,20200101,99999999,5008.10,,,,,
5011(A),VC,IDENT PLATE DISPLAY VIOL,I,20000929,99999999,5011,(A),(A),,,
5017(A),VC,IDENTIFICATION PLATE VIOL,I,20020101,99999999,5017,(A),(A),,,
5050,BP,PRACT PUB ACCT W/O PERMIT,M,19590917,99999999,5050,,,,,
5097.99(B),PR,POSS/ETC NAT AMER ART/ETC,F,19880101,99999999,5097.99,(B),(B),,,
5200(A),VC,DISPLAY LIC PLATES WRONG,I,20040101,99999999,5200,(A),(A),,,
5200(B),VC,DISPLY ONE LIC PLATE WRNG,I,20040101,99999999,5200,(B),(B),,,
5201,VC,LICENS PLATE POSITION VIO,I,19890101,20121231,5201,,,,,
5201(A),VC,LICENS PLATE POSITION VIO,I,20130101,99999999,5201,(A),(A),,,
5201(B),VC,TEMP LIC PLATE NOT RPLCED,I,20190101,99999999,5201,(B),(B),,,
5201(D),VC,OBSTRUCT OF LIC PLATE,I,20190101,99999999,5201,(D),(D),,,
5201(E),VC,LIC PLATE:LVSTCK TRLR VIO,I,19950101,20101231,5201,(E),(E),,,
5201(E)(1),VC,LIC PLT:LVSTCK TRLR VIOL,I,19950101,99999999,5201,(E)(1),(E),(1),,
5202,VC,LICENSE PLATE DISPLAY VIO,I,19590918,99999999,5202,,,,,
5204(A),VC,EXPIRED TABS/FAIL DISPLAY,I,19590918,99999999,5204,(A),(A),,,
5371,PU,OPR CHRTR CARIER W/O PRMT,M,19610915,99999999,5371,,,,,
5379,PU,OPR CARRIER W/SUSP PERMIT,M,19610101,99999999,5379,,,,,
5385,PU,FAIL DISPL CLASS ID:CHRTR,M,19681113,99999999,5385,,,,,
5385.7,PU,OPERAT LIMO W/O XTRA EXIT,M,20140101,99999999,5385.7,,,,,
5411,PU,CHRTR-PRTY CARIER EMP VIO,M,19840101,99999999,5411,,,,,
5411,HS,DISCHARGE WASTE ILLEGALLY,M,19491215,99999999,5411,,,,,
5411.3,PU,CHRTR-PRTY CRR:NO DSP SYM,M,19890101,99999999,5411.3,,,,,
5412,PU,NON CHRTR-PRTY CARIER VIO,M,19840101,99999999,5412,,,,,
5515(A)(1),FG,TAKE FULLY PROTECTED FISH,M,20040101,99999999,5515,(A)(1),(A),(1),,
5521,FG,TAKE ABALONE:MORATORIUM,M,19980101,99999999,5521,,,,,
5521.5,FG,ABALONE:RESTRICT:COMMERCL,M,19980101,99999999,5521.5,,,,,
5536(A),BP,PRACT ARCHITECT W/O LIC,M,19400101,99999999,5536,(A),(A),,,
5536(B),BP,USE STAMP IMPLY LIC ARCHT,M,19400101,99999999,5536,(B),(B),,,
5536(C),BP,FALSE ADV REG BLDG DESGNR,M,19400101,99999999,5536,(C),(C),,,
5650(A),FG,POLUT WATER:PETROLEUM/ETC,M,19580101,99999999,5650,(A),(A),,,
5650(A)(4),FG,DEP REFUSE/LIME/SLAG IN W,M,19580101,99999999,5650,(A)(4),(A),(4),,
5650(A)(6),FG,DEPT HAZ MAT TO WILDLIFE,M,20080101,99999999,5650,(A)(6),(A),(6),,
5652,FG,PUT POLLUTANT NEAR WATERS,M,19610915,99999999,5652,,,,,
5753,VC,OWN FAIL GIV/ETC CERT/REG,I,19681113,99999999,5753,,,,,
5753,VC,DLR FAIL GIV/ETC CERT/REG,M,19681113,99999999,5753,,,,,
5900(A),VC,FAIL NOTE DMV:VEH SEL/ETC,I,19940101,99999999,5900,(A),(A),,,
5901,FG,IMPEDING FISH PASSAGE,M,19580101,99999999,5901,,,,,
5901(A),VC,DLR/ETC FAIL NOTE TRANSF,M,19930701,99999999,5901,(A),(A),,,
5902(A),VC,FAIL NOTE DMV:OWN TRANSFR,I,19900101,99999999,5902,(A),(A),,,
6071,RT,BUSINESS W/O SALES PERMIT,M,19430701,99999999,6071,,,,,
6125,BP,PRACTICE LAW W/O LICENSE,M,19390919,99999999,6125,,,,,
6126(A),BP,UNAUTH ADV/PRACTICE LAW,M,19890101,99999999,6126,(A),(A),,,
6126(B),BP,AD/PRACTCE LAW:SUSPENSION,F,19890101,99999999,6126,(B),(B),,,
6128(A),BP,ATTORNEY WIT DECEIVE CRT,M,19390101,99999999,6128,(A),(A),,,
6128(B),BP,ATTNY WILFULY DELAY SUIT,M,19390101,99999999,6128,(B),(B),,,
6128(C),BP,WILFUL REC UNANSWER MONEY,M,19390101,99999999,6128,(C),(C),,,
6152(A)(1),BP,SOLICIT BUSN FOR ATTNY,M,19390101,99999999,6152,(A)(1),(A),(1),,
6152(A)(2),BP,SOLICIT PERSON TO BE RUNR,M,19390101,99999999,6152,(A)(2),(A),(2),,
6200,GC,CRT OFCR ALT/ETC REC/ETC,F,19430804,99999999,6200,,,,,
6201,GC,DESTROY PUBLIC RECORD,F,19430804,99999999,6201,,,,,
6203,GC,MAKE/ETC FALSE CERT/ETC,M,19430804,99999999,6203,,,,,
6218.01(A)(1),GC,POST INFO COMM VIOL REPRO,M,20220101,99999999,6218.01,(A)(1),(A),(1),,
6253,PC,WORK FURLOW HOLD/ETC:CDC,X,19840910,99999999,6253,,,,,
6254.21(B),GC,POST AP OFCL HOME ADD:GBH,M,19990101,99999999,6254.21,(B),(B),,,
6254.21(B),GC,POST AP OFCL HOME ADD:GBI,M,19990101,99999999,6254.21,(B),(B),,,
6254.21(B),GC,POST AP OFCL HOME ADD:GBI,F,19990101,99999999,6254.21,(B),(B),,,
6311.5(A)(1),LC,DIRECT EMPLOYEE NOT EVAC,M,20200101,99999999,6311.5,(A)(1),(A),(1),,
6401.6,BP,UNLAWFUL PROV LEGAL SERVS,M,19990101,99999999,6401.6,,,,,
6402,BP,REG REQ:DISBAR/SUSP LAWYR,M,20030101,99999999,6402,,,,,
6404.5(B),LC,VENT:WRKPLACE:SMOKING VIO,I,19950101,99999999,6404.5,(B),(B),,,
6410(A),BP,FAIL TO PROVIDE CONTRACT,M,19990101,99999999,6410,(A),(A),,,
6415,BP,LEGAL DOC ASST/UDA VIOL,M,19990101,99999999,6415,,,,,
6423(A),LC,SERIOUS VIOL:STANDARD/ORD,M,19770101,99999999,6423,(A),(A),,,
6425,LC,VIO:CAUS EMP DETH/IMPRMNT,M,19731007,99999999,6425,,,,,
6452(A),RT,UNFILED QUARTERLY TAX RET,M,19860101,99999999,6452,(A),(A),,,
6454,RT,FAIL TO FILE TAX RETURN,M,19430701,99999999,6454,,,,,
6455(C),RT,FAIL FURNISH REQRD RETURN,M,19430701,99999999,6455,(C),(C),,,
653F(D)(1),PC,SOLICIT HS ACTS W/PR,M,20120627,99999999,653F,(D)(1),(D),(1),,
653F(F)(1),PC,SOLICIT COMPUTER CRIME,M,20160101,99999999,653F,(F)(1),(F),(1),,
653F(F)(2),PC,OFFER SOLICIT COMPTR CRM,M,20160101,99999999,653F,(F)(2),(F),(2),,
6600,WI,SEXUALLY VIOLENT PREDATOR,X,20061108,99999999,6600,,,,,
6603.3(A)(1),WI,DISCLS VIC ID INFO:ATTNY,M,20090101,99999999,6603.3,(A)(1),(A),(1),,
6603.5,WI,DISCL VIC ID INFO:DCR EMP,M,20090101,99999999,6603.5,,,,,
6701,RT,FAIL PLACE SECURITY TAX,M,19430701,99999999,6701,,,,,
6787(B),BP,FILE FALSE CERT OF REG,M,19510922,99999999,6787,(B),(B),,,
6787(H),BP,FLSE USE:ENG/ETC TITL/ETC,M,19510922,99999999,6787,(H),(H),,,
6829.4(B)(1),PR,LESSEE FL COMPLY DEADLINE,M,20200101,99999999,6829.4,(B)(1),(B),(1),,
7027.1(A),BP,ADV AS CONTRACTOR W/O LIC,M,19920101,99999999,7027.1,(A),(A),,,
7027.3,BP,FRAUD:USE CONTRCTOR LIC #,F,19920101,99999999,7027.3,,,,,
7028(A),BP,CONTRACTING W/O LICENSE,M,19830101,20141231,7028,(A),(A),,,
7028(A)(1),BP,CONTRACTING W/O LICENSE,M,20150101,99999999,7028,(A)(1),(A),(1),,
7028(A)(2),BP,CONTRACTING W/SUSPND LIC,M,20150101,99999999,7028,(A)(2),(A),(2),,
7028.16,BP,UNL CONTRCTR:DUR ST EMERG,F,19900924,99999999,7028.16,,,,,
7028.16,BP,UNL CONTRCTR:DUR ST EMERG,M,19900924,99999999,7028.16,,,,,
7028.17(A),BP,UNLIC CONTRCTR F/COMPLY,M,19890101,99999999,7028.17,(A),(A),,,
7051,HS,REMOVE HUMAN REMAIN:UNLAW,F,19390919,99999999,7051,,,,,
7052,HS,MUTILATE/ETC GRAVE REMAIN,F,19390919,99999999,7052,,,,,
7054(A),HS,DEP/ETC HUM RMAIN NOT CEM,M,19910101,99999999,7054,(A),(A),,,
7055,HS,UNAUTH REMAINS REMOVAL,M,19390919,99999999,7055,,,,,
7103(A),HS,FAL PRFORM INTERMNT DUTIE,M,19980101,99999999,7103,(A),(A),,,
7120,FG,POSS UNLAWFUL DAILY LIMIT,M,19580101,99999999,7120,,,,,
7121,FG,SALE/ETC SPORT FISH/ETC,M,19580101,99999999,7121,,,,,
7126(B),BP,UNLIC CONTR VIOL WRK COMP,M,20190101,99999999,7126,(B),(B),,,
7145,FG,FAIL POS/ETC LIC:FISH/ETC,I,19570911,99999999,7145,,,,,
7152(A),RT,VRFY/ETC FALS/ETC TAX RET,M,19950101,99999999,7152,(A),(A),,,
7153(A),BP,HOME IMPROV SELLER NO REG,M,19950101,99999999,7153,(A),(A),,,
7153.5,RT,EVADE/ETC SALES/USE TAX,F,19880101,99999999,7153.5,,,,,
7156(C),BP,REC UNAUTH HM CONTRACTOR,M,20220101,99999999,7156,(C),(C),,,
7158(A),BP,ACCPT/RCV FLS CMPLTN CERT,M,20210101,99999999,7158,(A),(A),,,
7159,BP,CONTRCTR VIO HM IMPR CONT,M,19691110,99999999,7159,,,,,
7159(D),BP,CONTRCTR REQ EXCESS $DOWN,M,19920101,99999999,7159,(D),(D),,,
7161(B),BP,MISREPRSNT $ HOME IMPROVE,M,20070101,99999999,7161,(B),(B),,,
7317,BP,COSMETOLOGY/ETC W/O LIC,M,19920701,99999999,7317,,,,,
7326,WI,AID ESCAPE FROM ST HOSP,F,19690701,99999999,7326,,,,,
7370(A),FG,POSSESS/SALE/ETC STURGEON,M,20080101,99999999,7370,(A),(A),,,
7502,BP,REPOSSESS W/O VALID LIC,M,19810101,99999999,7502,,,,,
7506.9(D),BP,REPO WORK W/O VALID REG,M,19820101,99999999,7506.9,(D),(D),,,
7520,BP,ENGAGE BUSINESS:W/O LIC,M,19470919,99999999,7520,,,,,
7523(A),BP,FALSE USE PI/ETC LICENSE,M,19850101,99999999,7523,(A),(A),,,
7539(H),BP,PI CONDCT BUSINES W/O LIC,M,19950101,99999999,7539,(H),(H),,,
7583.12(A),BP,GUARD FAIL POS F/ARM CARD,M,19970924,99999999,7583.12,(A),(A),,,
7583.3(A),BP,FAIL CRRY ON DUTY:VAL REG,M,19970924,99999999,7583.3,(A),(A),,,
7583.3(B),BP,GUARD FL CRRY F/ARM PRMT,M,20220101,99999999,7583.3,(B),(B),,,
7583.3(C),BP,GUARD CRRY F/ARM W/O PRMT,M,20220101,99999999,7583.3,(C),(C),,,
7583.3(D),BP,FL RPRT DISCH F/ARM 24 HR,M,20220101,99999999,7583.3,(D),(D),,,
7583.3(E),BP,GRD F/ARM/BTN NOT EMPLYEE,M,20220101,99999999,7583.3,(E),(E),,,
7737(A),BP,FUNERAL EST VIOL TRUST,M,20220101,99999999,7737,(A),(A),,,
7737(A),BP,FUNERAL EST VIOL TRUST,F,20220101,99999999,7737,(A),(A),,,
7850(A),FG,OPR W/O COMRCIAL FISH LIC,M,19610915,99999999,7850,(A),(A),,,
7852(C),FG,FISH W/O COM LIC:NONRES,M,19920101,99999999,7852,(C),(C),,,
7852.27,FG,COMERCL FISHER W/O CDL/ID,M,19920312,99999999,7852.27,,,,,
7857(D),FG,FAIL POS COM FISH LIC/ETC,M,19970101,99999999,7857,(D),(D),,,
7860(A),FG,TAKE SALMON W/O COM STAMP,M,19820430,99999999,7860,(A),(A),,,
7881(B),FG,VIO:SHOW/ETC COM BOAT REG,M,19920915,99999999,7881,(B),(B),,,
7923,FG,FISH REC VIO:COMM/PASENGR,M,19570911,99999999,7923,,,,,
8043(A),FG,FAIL COMPLT LANDING RECT,M,19980101,99999999,8043,(A),(A),,,
